particulas/s,N,opt,compiler,runs,threads num,GFLOPS,time,l1 misses,dtlb misses
13.534,4,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,gcc,30,20,17507754,0.298,9143466,11899
12.845,4,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,gcc,30,20,17954613,0.314,10550852,17259
14.941,4,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,gcc,30,20,17636565,0.270,8771069,8230
14.681,4,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,gcc,30,20,17285128,0.275,8794926,7835
11.689,4,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,gcc,30,20,18241483,0.345,9669640,8641
11.881,4,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,gcc,30,20,18103960,0.339,9552079,18202
12.328,4,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,gcc,30,20,17762239,0.327,9764141,14140
13.617,4,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,gcc,30,20,17714907,0.296,9370416,12768
13.301,4,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,gcc,30,20,17658229,0.303,9780618,13107
15.855,4,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,gcc,30,20,18084962,0.255,9054364,14923
12.941,4,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,gcc,30,20,17787318,0.311,9462771,15137
21.896,4,-O1 -ffast-math -ftree-vectorize -funroll-loops -fopenmp,gcc,30,20,18001626,0.185,11512118,7560
